chemical,amount,agency,contractor
Anti-icing / Deicing product,"31,468.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"28,383.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"29,895.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"28,080.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,130.67",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,574.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,147.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,574.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,809.69",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,809.69",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,097.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,097.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,097.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,097.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"52,179.93",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"12,837.23",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"31,969.99",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"31,969.99",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"20,128.30",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"25,689.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"28,774.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"25,386.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,589.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,162.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,589.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,778.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,778.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,334.67",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,351.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,778.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,778.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"28,963.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"29,271.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,961.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,488.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"21,301.78",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"31,388.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"29,573.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"29,488.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"29,488.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"16,119.02",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"16,119.02",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,961.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,944.67",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"31,388.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,905.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,332.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,332.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,826.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,951.17",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"45,398.15",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"45,398.15",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"45,398.15",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"28,341.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"64,790.93",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,968.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"27,192.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,882.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,580.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,968.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,395.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,908.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,795.67",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,989.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,989.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,989.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,989.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,989.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,989.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,171.54",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,373.39",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,373.39",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,321.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,321.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,320.14",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"30,320.14",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"35,011.29",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"35,206.41",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"65,898.50",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"96,590.59",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"34,562.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"34,562.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,377.27",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,377.27",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"26,377.27",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"28,088.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"32,989.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"33,023.40",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"35,136.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"35,136.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"35,295.00",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"35,295.00",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"68,676.44",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"36,709.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"14,915.73",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"14,915.73",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"17,084.48",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"16,966.60",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"36,709.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"41,692.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"41,692.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"41,692.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"31,148.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"20,540.68",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"41,692.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"41,692.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"41,692.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"21,889.78",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"37,813.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"35,202.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"40,425.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"40,425.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"35,845.97",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"36,148.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"36,148.47",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Anti-icing / Deicing product,"39,369.67",DEFENSE LOGISTICS AGENCY,DEFENSE ENERGY SYNDICATE LLC
Corrosion,5998.4,DEFENSE LOGISTICS AGENCY,DEKOL LLC
Corrosion,5564.43,DEFENSE LOGISTICS AGENCY,DEKOL LLC
Fertilizer / Pesticide,45000,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,NULISCH  JUSTIN MICHAEL
Fertilizer / Pesticide,45000,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,NULISCH  JUSTIN MICHAEL
Fertilizer / Pesticide,1380,DEFENSE LOGISTICS AGENCY,DELA TECHNOLOGY CORPORATION
Corrosion,18054,DEFENSE LOGISTICS AGENCY,DELAWARE PAINT COMPANY  LTD THE
Corrosion,21620,DEFENSE LOGISTICS AGENCY,DELAWARE PAINT COMPANY  LTD THE
Corrosion,36755.15,DEFENSE LOGISTICS AGENCY,DELAWARE PAINT COMPANY  LTD THE
Corrosion,13794,DEFENSE LOGISTICS AGENCY,DELAWARE PAINT COMPANY  LTD THE
Fertilizer / Pesticide,103440.44,DEPT OF THE NAVY,DELMONICO RESTORATION & DEVELOPMENT  LLC
Fertilizer / Pesticide,8557.4,DEFENSE LOGISTICS AGENCY,DERBYSHIRE MARINE PRODUCTS  LLC
Fertilizer / Pesticide,10815,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,10875.15,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,8577,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,17358,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,11886,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,10440,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,19887,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,14215,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,8653.74,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Fertilizer / Pesticide,8653.74,AGRICULTURAL RESEARCH SERVICE,PIONEER AG-CHEM  INC.
Anti-icing / Deicing product,"202,310.70",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"186,196.50",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"186,196.50",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"32,479.30",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"32,479.30",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"49,449.00",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"46,238.63",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"196,720.65",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"196,720.65",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"196,720.65",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"202,982.76",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"208,648.15",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"265,533.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"242,865.00",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"265,533.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"47,699.13",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"220,279.72",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"242,865.00",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"220,279.72",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"184,577.40",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"47,569.35",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"49,318.21",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"51,067.07",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"47,569.35",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"184,577.40",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"22,764.27",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"32,150.00",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"32,150.00",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"39,361.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"42,273.07",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"39,361.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"27,737.20",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"39,361.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"39,361.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"27,737.20",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"39,361.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"41,073.07",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"39,361.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"39,361.69",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"27,737.20",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"38,374.41",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"41,242.87",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"38,374.41",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"27,056.41",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"38,374.41",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"39,568.11",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"31,055.82",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"22,009.76",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"31,055.82",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"31,495.70",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"22,313.09",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"32,707.80",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"34,129.88",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"23,858.60",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"23,858.60",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"35,931.16",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"35,931.16",DEFENSE LOGISTICS AGENCY,DC GALAXY HOLDING C.V.
Anti-icing / Deicing product,"38,410.82",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"38,410.82",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"38,410.82",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"38,410.82",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"33,624.32",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"34,579.64",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"34,740.24",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"70,979.27",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"70,979.27",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"32,293.75",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"32,293.75",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"22,488.59",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"22,488.59",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"35,901.07",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"35,901.07",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"157,705.41",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"157,705.41",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"157,705.41",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"157,705.41",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"132,618.57",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"132,618.57",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"32,297.93",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"32,297.93",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"22,863.39",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"34,897.82",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"32,293.75",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"281,349.98",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"281,349.98",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"36,057.50",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"34,595.47",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"146,096.48",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"146,096.48",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"35,186.30",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"33,833.12",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"147,029.39",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"147,029.39",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"34,595.47",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"23,476.72",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
Anti-icing / Deicing product,"23,476.72",DEFENSE LOGISTICS AGENCY,DOW EUROPE GMBH
